"FullName","Length","Extension","LastWriteTime"
"C:\SOLPI\openclaude-main\src\skills\bundled\scheduleRemoteAgents.ts","19048",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\skills\bundled\simplify.ts","4517",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\skills\bundled\updateConfig.test.ts","1363",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\skills\bundled\updateConfig.ts","18452",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\ssh\createSSHSession.ts","2806",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\ssh\SSHSessionManager.ts","2284",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\state\AppState.tsx","7532",".tsx","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\state\AppState.types.test.tsx","3363",".tsx","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\state\AppStateStore.ts","21858",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\state\onChangeAppState.ts","6434",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\state\pluginCommandsStore.ts","425",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\state\selectors.ts","2240",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\state\store.ts","836",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\state\teammateViewHelpers.ts","4399",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tasks\LocalMainSessionTask.ts","15103",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tasks\pillLabel.ts","2898",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tasks\stopTask.ts","2894",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tasks\types.ts","1691",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tasks\DreamTask\DreamTask.ts","4988",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tasks\InProcessTeammateTask\InProcessTeammateTask.tsx","4737",".tsx","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tasks\InProcessTeammateTask\types.ts","4322",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tasks\LocalAgentTask\LocalAgentTask.tsx","23398",".tsx","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tasks\LocalAgentTask\progressTracker.test.ts","6758",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tasks\LocalShellTask\guards.ts","1552",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tasks\LocalShellTask\killShellTasks.ts","2565",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tasks\LocalShellTask\LocalShellTask.tsx","18650",".tsx","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tasks\LocalWorkflowTask\LocalWorkflowTask.ts","2009",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tasks\MonitorMcpTask\MonitorMcpTask.ts","3734",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tasks\RemoteAgentTask\RemoteAgentTask.tsx","37448",".tsx","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\test\sharedMutationLock.test.ts","1538",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\test\sharedMutationLock.ts","1528",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\test\toolFixtures.ts","1311",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\test\typedMocks.ts","1019",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\test\fixtures\queryEngineGoalStatus.fixture.ts","3286",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\test\fixtures\queryEngineManualCompactCooldown.fixture.ts","4376",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tools\shellToolResultMappers.test.ts","1626",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tools\utils.ts","1105",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\agentColorManager.ts","1499",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\agentDisplay.ts","3319",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\agentMemory.ts","5853",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\agentMemorySnapshot.ts","5633",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\AgentTool.copilotScheduling.test.ts","9575",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\AgentTool.routing.test.ts","5848",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\AgentTool.schema.test.ts","6407",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\AgentTool.teammateModel.test.ts","13374",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\AgentTool.tsx","73860",".tsx","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\agentToolUtils.ts","23215",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\builtInAgents.ts","2756",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\constants.ts","547",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\forkSubagent.ts","8837",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\loadAgentsDir.test.ts","9292",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\loadAgentsDir.ts","26516",".ts","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\prompt.test.ts","1502",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\prompt.ts","16423",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\resumeAgent.ts","9339",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\runAgent.routing.test.ts","10216",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\runAgent.ts","38439",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\UI.tsx","28414",".tsx","03/07/2026 02:29:40"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\built-in\claudeCodeGuideAgent.ts","8649",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\built-in\exploreAgent.ts","4493",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\built-in\generalPurposeAgent.ts","2184",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\built-in\planAgent.ts","4317",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\built-in\statuslineSetup.ts","8254",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\AgentTool\built-in\verificationAgent.ts","11410",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\AskUserQuestionTool\AskUserQuestionTool.tsx","10873",".tsx","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\AskUserQuestionTool\prompt.ts","2903",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\bashCommandHelpers.ts","8589",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\bashPermissions.test.ts","11927",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\bashPermissions.ts","100205",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\bashSecurity.test.ts","2944",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\bashSecurity.ts","103555",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\BashTool.errorOutput.test.ts","10769",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\BashTool.tsx","55012",".tsx","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\BashToolResultMessage.tsx","5989",".tsx","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\commandSemantics.test.ts","6012",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\commandSemantics.ts","3658",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\commentLabel.ts","637",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\destructiveCommandWarning.ts","2935",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\modeValidation.test.ts","1216",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\modeValidation.ts","6305",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\pathValidation.ts","43686",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\prompt.ts","19491",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\readOnlyValidation.test.ts","1293",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\readOnlyValidation.ts","66813",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\sedEditParser.test.ts","976",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\sedEditParser.ts","8525",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\sedValidation.ts","21518",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\shouldUseSandbox.test.ts","2590",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\shouldUseSandbox.ts","5619",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\toolName.ts","89",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\UI.tsx","6453",".tsx","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\utils.test.ts","10470",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BashTool\utils.ts","9039",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BriefTool\attachments.ts","3889",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BriefTool\BriefTool.ts","7677",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BriefTool\prompt.ts","1933",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BriefTool\UI.tsx","3827",".tsx","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\BriefTool\upload.ts","5815",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\CtxInspectTool\CtxInspectTool.test.ts","2539",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\CtxInspectTool\CtxInspectTool.ts","2655",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\CtxInspectTool\prompt.ts","434",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\DiscoverSkillsTool\prompt.ts","195",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\EnterPlanModeTool\constants.ts","57",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\EnterPlanModeTool\EnterPlanModeTool.ts","3796",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\EnterPlanModeTool\prompt.ts","4683",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\EnterPlanModeTool\UI.tsx","1384",".tsx","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\EnterWorktreeTool\constants.ts","56",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\EnterWorktreeTool\EnterWorktreeTool.ts","4364",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\EnterWorktreeTool\prompt.ts","1412",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\EnterWorktreeTool\UI.tsx","780",".tsx","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\ExitPlanModeTool\constants.ts","113",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\ExitPlanModeTool\ExitPlanModeV2Tool.test.ts","6499",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\ExitPlanModeTool\ExitPlanModeV2Tool.ts","17102",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\ExitPlanModeTool\prompt.ts","2139",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\ExitPlanModeTool\UI.tsx","2900",".tsx","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\ExitWorktreeTool\constants.ts","54",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\ExitWorktreeTool\ExitWorktreeTool.ts","11649",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\ExitWorktreeTool\prompt.ts","2021",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\ExitWorktreeTool\UI.tsx","956",".tsx","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\FileEditTool\constants.ts","706",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\FileEditTool\FileEditTool.ts","20574",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\FileEditTool\prompt.ts","1897",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\FileEditTool\types.ts","2612",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\FileEditTool\UI.tsx","9550",".tsx","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\FileEditTool\utils.test.ts","8920",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\FileEditTool\utils.ts","31510",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\FileReadTool\constants.ts","124",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\FileReadTool\FileReadTool.oversized.test.ts","1752",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\FileReadTool\FileReadTool.ts","42472",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\FileReadTool\imageProcessor.ts","3735",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\FileReadTool\limits.ts","3219",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\FileReadTool\prompt.ts","2860",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\FileReadTool\prompt.vision.test.ts","4085",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\FileReadTool\UI.tsx","5960",".tsx","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\FileWriteTool\constants.ts","44",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\FileWriteTool\FileWriteTool.ts","15019",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\FileWriteTool\prompt.ts","1033",".ts","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\FileWriteTool\UI.tsx","12698",".tsx","03/07/2026 02:29:41"
"C:\SOLPI\openclaude-main\src\tools\firecrawl\client.test.ts","5913",".ts","03/07/2026 02:29:45"
"C:\SOLPI\openclaude-main\src\tools\firecrawl\client.ts","4366",".ts","03/07/2026 02:29:45"
"C:\SOLPI\openclaude-main\src\tools\GlobTool\GlobTool.ts","6064",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\GlobTool\prompt.ts","439",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\GlobTool\UI.tsx","2052",".tsx","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\GrepTool\GrepTool.test.ts","3689",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\GrepTool\GrepTool.ts","20090",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\GrepTool\prompt.ts","1150",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\GrepTool\UI.tsx","5740",".tsx","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\ListMcpResourcesTool\ListMcpResourcesTool.ts","3907",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\ListMcpResourcesTool\prompt.ts","776",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\ListMcpResourcesTool\UI.tsx","1205",".tsx","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\LSPTool\formatters.ts","17399",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\LSPTool\LSPTool.ts","25710",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\LSPTool\prompt.ts","1114",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\LSPTool\schemas.ts","6064",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\LSPTool\symbolContext.ts","3392",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\LSPTool\UI.tsx","6834",".tsx","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\McpAuthTool\McpAuthTool.ts","7873",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\MCPTool\classifyForCollapse.ts","15178",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\MCPTool\MCPTool.test.ts","8397",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\MCPTool\MCPTool.ts","5701",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\MCPTool\prompt.ts","119",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\MCPTool\UI.tsx","13843",".tsx","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\MonitorTool\MonitorTool.ts","5678",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\NotebookEditTool\constants.ts","104",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\NotebookEditTool\NotebookEditTool.ts","15291",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\NotebookEditTool\prompt.ts","632",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\NotebookEditTool\UI.tsx","3344",".tsx","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\OverflowTestTool\OverflowTestTool.ts","1228",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\PowerShellTool\clmTypes.ts","7229",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\PowerShellTool\commandSemantics.ts","5459",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\PowerShellTool\commonParameters.ts","894",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\PowerShellTool\destructiveCommandWarning.ts","3402",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\PowerShellTool\gitSafety.ts","7695",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\PowerShellTool\modeValidation.ts","17450",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\PowerShellTool\pathValidation.ts","73068",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\PowerShellTool\powershellPermissions.test.ts","2300",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\PowerShellTool\powershellPermissions.ts","68609",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\PowerShellTool\powershellSecurity.ts","37651",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\PowerShellTool\PowerShellTool.errorOutput.test.ts","2984",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\PowerShellTool\PowerShellTool.tsx","46299",".tsx","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\PowerShellTool\prompt.ts","9968",".ts","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\PowerShellTool\readOnlyValidation.ts","67327",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\PowerShellTool\toolName.ts","110",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\PowerShellTool\UI.tsx","4955",".tsx","03/07/2026 02:29:42"
"C:\SOLPI\openclaude-main\src\tools\ReadMcpResourceTool\prompt.ts","544",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\ReadMcpResourceTool\ReadMcpResourceTool.ts","5018",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\ReadMcpResourceTool\UI.tsx","1529",".tsx","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\RemoteTriggerTool\prompt.ts","697",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\RemoteTriggerTool\RemoteTriggerTool.ts","4715",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\RemoteTriggerTool\UI.tsx","704",".tsx","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\REPLTool\constants.ts","1220",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\REPLTool\primitiveTools.ts","1532",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\REPLTool\REPLTool.ts","57",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\ReviewArtifactTool\ReviewArtifactTool.ts","1255",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\ScheduleCronTool\CronCreateTool.ts","6711",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\ScheduleCronTool\CronDeleteTool.ts","2616",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\ScheduleCronTool\CronListTool.ts","2888",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\ScheduleCronTool\prompt.ts","7053",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\ScheduleCronTool\UI.tsx","1987",".tsx","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\SendMessageTool\constants.ts","52",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\SendMessageTool\prompt.ts","2356",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\SendMessageTool\SendMessageTool.ts","28405",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\SendMessageTool\UI.tsx","1127",".tsx","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\SendUserFileTool\prompt.ts","401",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\shared\gitOperationTracking.ts","9299",".ts","03/07/2026 02:29:45"
"C:\SOLPI\openclaude-main\src\tools\shared\spawnMultiAgent.ts","37799",".ts","03/07/2026 02:29:45"
"C:\SOLPI\openclaude-main\src\tools\SkillTool\constants.ts","39",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\SkillTool\prompt.test.ts","2299",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\SkillTool\prompt.ts","8624",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\SkillTool\SkillTool.test.ts","2597",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\SkillTool\SkillTool.ts","38498",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\SkillTool\UI.tsx","4933",".tsx","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\SleepTool\prompt.ts","774",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\SnipTool\prompt.ts","1093",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\SnipTool\SnipTool.test.ts","1647",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\SnipTool\SnipTool.ts","2174",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\SuggestBackgroundPRTool\SuggestBackgroundPRTool.ts","72",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\SyntheticOutputTool\SyntheticOutputTool.test.ts","3928",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\SyntheticOutputTool\SyntheticOutputTool.ts","6934",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\TaskCreateTool\constants.ts","50",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\TaskCreateTool\prompt.ts","2760",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\TaskCreateTool\TaskCreateTool.ts","3441",".ts","03/07/2026 02:29:43"
"C:\SOLPI\openclaude-main\src\tools\TaskGetTool\constants.ts","44",".ts","03/07/2026 02:29:44"
"C:\SOLPI\openclaude-main\src\tools\TaskGetTool\prompt.ts","823",".ts","03/07/2026 02:29:44"
"C:\SOLPI\openclaude-main\src\tools\TaskGetTool\TaskGetTool.ts","2881",".ts","03/07/2026 02:29:44"
"C:\SOLPI\openclaude-main\src\tools\TaskListTool\constants.ts","46",".ts","03/07/2026 02:29:44"
"C:\SOLPI\openclaude-main\src\tools\TaskListTool\prompt.ts","2066",".ts","03/07/2026 02:29:44"
"C:\SOLPI\openclaude-main\src\tools\TaskListTool\TaskListTool.ts","2803",".ts","03/07/2026 02:29:44"
"C:\SOLPI\openclaude-main\src\tools\TaskOutputTool\constants.ts","50",".ts","03/07/2026 02:29:44"
"C:\SOLPI\openclaude-main\src\tools\TaskOutputTool\TaskOutputTool.tsx","18308",".tsx","03/07/2026 02:29:44"
"C:\SOLPI\openclaude-main\src\tools\TaskStopTool\prompt.ts","280",".ts","03/07/2026 02:29:44"
"C:\SOLPI\openclaude-main\src\tools\TaskStopTool\TaskStopTool.ts","3935",".ts","03/07/2026 02:29:44"
"C:\SOLPI\openclaude-main\src\tools\TaskStopTool\UI.tsx","1329",".tsx","03/07/2026 02:29:44"
"C:\SOLPI\openclaude-main\src\tools\TaskUpdateTool\constants.ts","50",".ts","03/07/2026 02:29:44"
